step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
131,CASH_OUT,582631.51,C668908861,337222.0,0.0,C74565341,590768.07,1424777.16,0,0
19,PAYMENT,8067.61,C1865337971,0.0,0.0,M1756838280,0.0,0.0,0,0
186,CASH_IN,175093.61,C1006304201,281.0,175374.61,C1905433695,1289538.97,990089.91,0,0
167,CASH_OUT,137112.21,C1408030128,0.0,0.0,C590947683,246211.05,383323.25,0,0
141,PAYMENT,4186.5,C1535969502,89993.5,85807.0,M22642824,0.0,0.0,0,0
371,PAYMENT,11441.34,C2006188416,324.0,0.0,M1895946658,0.0,0.0,0,0
565,CASH_OUT,6369.0,C2019767069,0.0,0.0,C1538702668,520697.03,527066.02,0,0
253,CASH_OUT,74693.85,C252904173,462550.0,387856.15,C766250699,255421.63,330115.48,0,0
228,CASH_OUT,298176.72,C836389939,0.0,0.0,C1863413960,5011276.54,5309453.27,0,0
15,CASH_OUT,143440.24,C1964078640,0.0,0.0,C228304490,542364.68,685804.92,0,0
542,CASH_OUT,45708.44,C898827189,37775.0,0.0,C1940750830,0.0,45708.44,0,0
346,TRANSFER,1092966.03,C1184136439,0.0,0.0,C1676486797,2012764.33,3105730.36,0,0
159,CASH_OUT,17021.79,C1938337452,124070.0,107048.21,C1327451011,338928.37,355950.16,0,0
17,CASH_IN,206250.63,C984496549,131966.0,338216.63,C1846095363,200092.9,0.0,0,0
17,CASH_OUT,354821.01,C1449749586,1015.0,0.0,C1429144903,160548.86,515369.87,0,0
334,CASH_IN,21566.81,C1291675637,1351428.89,1372995.7,C1133999090,64670.44,43103.63,0,0
18,CASH_OUT,92248.42,C678398486,2654.89,0.0,C1279688013,62032.66,284833.25,0,0
136,PAYMENT,20028.86,C1893757939,0.0,0.0,M460409124,0.0,0.0,0,0
304,PAYMENT,5889.79,C1562507711,0.0,0.0,M370553808,0.0,0.0,0,0
307,PAYMENT,6380.14,C1842364705,20792.0,14411.86,M36937746,0.0,0.0,0,0
590,CASH_OUT,90154.04,C902414997,50785.0,0.0,C79355312,0.0,90154.04,0,0
13,CASH_IN,616135.19,C124613155,1819177.7,2435312.88,C1538961175,1654770.09,1038634.9,0,0
41,PAYMENT,1218.74,C849922335,0.0,0.0,M1327507984,0.0,0.0,0,0
228,PAYMENT,24516.35,C2086618642,30271.0,5754.65,M1702779913,0.0,0.0,0,0
156,PAYMENT,16888.4,C1901613108,247202.71,230314.31,M1960852420,0.0,0.0,0,0
401,TRANSFER,274493.72,C1600171767,0.0,0.0,C2078897762,371878.12,868796.14,0,0
304,PAYMENT,12736.09,C945004300,0.0,0.0,M727424837,0.0,0.0,0,0
251,PAYMENT,27808.53,C1881440137,259100.16,231291.64,M560669194,0.0,0.0,0,0
353,PAYMENT,2554.19,C1080646950,161716.36,159162.17,M1919058018,0.0,0.0,0,0
181,CASH_IN,48746.01,C555338343,279101.67,327847.67,C393450381,229501.41,356803.79,0,0
299,CASH_OUT,195035.79,C1014174323,30394.0,0.0,C1371226609,4245241.21,4440276.99,0,0
205,DEBIT,6239.94,C1886338894,324.0,0.0,C1308136984,13402.73,19642.67,0,0
202,CASH_IN,36789.43,C12838653,0.0,36789.43,C1361778212,88963.23,52173.81,0,0
201,TRANSFER,705796.17,C1280227468,47030.0,0.0,C1876127052,935141.84,1640938.01,0,0
345,CASH_OUT,80788.3,C919733075,20249.0,0.0,C674918415,0.0,80788.3,0,0
373,PAYMENT,21421.68,C319729854,26021.0,4599.32,M501296625,0.0,0.0,0,0
254,CASH_OUT,89456.81,C1244647116,0.0,0.0,C1686555884,6979288.02,7068744.84,0,0
275,CASH_IN,252041.11,C9532583,5841883.29,6093924.41,C1940495826,1323747.37,1071706.26,0,0
129,CASH_IN,143258.78,C1948739628,15159.0,158417.78,C1572455459,0.0,0.0,0,0
310,PAYMENT,9052.51,C329924225,110626.0,101573.49,M1812000725,0.0,0.0,0,0
302,CASH_OUT,336968.62,C1841836877,11369.0,0.0,C1375933973,465262.4,802231.02,0,0
373,CASH_OUT,215638.49,C1231601641,0.0,0.0,C2061470297,4525297.67,4740936.16,0,0
38,PAYMENT,2372.93,C2035393386,392822.74,390449.8,M216152700,0.0,0.0,0,0
323,PAYMENT,11335.57,C644403809,0.0,0.0,M1599352063,0.0,0.0,0,0
394,CASH_OUT,43718.53,C726650904,11382.0,0.0,C1099222145,800385.92,844104.45,0,0
260,CASH_OUT,25898.25,C1967546620,28241.0,2342.75,C1176423359,2783036.33,2808934.57,0,0
287,PAYMENT,30367.47,C1341003461,0.0,0.0,M641495945,0.0,0.0,0,0
14,TRANSFER,272948.18,C454974220,48172.0,0.0,C1172888538,29625.0,497801.51,0,0
281,CASH_IN,119575.58,C1033815212,3353269.1,3472844.69,C1227510924,132985.01,13409.42,0,0
189,PAYMENT,1026.11,C2100260574,40975.25,39949.13,M810217250,0.0,0.0,0,0
301,CASH_OUT,161615.26,C974080232,0.0,0.0,C425895128,177415.32,339030.58,0,0
278,CASH_OUT,155760.84,C483384145,0.0,0.0,C496820462,1042981.62,1198742.46,0,0
332,CASH_OUT,39271.36,C728415520,0.0,0.0,C1931682140,326991.58,366262.94,0,0
11,CASH_IN,183179.73,C717258262,5388998.08,5572177.8,C1103170060,1472489.7,1100068.59,0,0
277,CASH_IN,139115.83,C1802911811,21359.0,160474.83,C1751451695,310521.01,171405.18,0,0
330,PAYMENT,9269.69,C1022321199,0.0,0.0,M1922733614,0.0,0.0,0,0
13,CASH_OUT,152149.75,C1557082868,11139.0,0.0,C976598256,387778.68,224069.0,0,0
179,CASH_IN,447563.78,C713549292,1977599.82,2425163.61,C1639320648,1679947.4,1232383.62,0,0
405,PAYMENT,4056.07,C1313605007,0.0,0.0,M98084472,0.0,0.0,0,0
182,PAYMENT,4521.43,C981711757,0.0,0.0,M1629806363,0.0,0.0,0,0
203,CASH_IN,56377.68,C832250497,8672.0,65049.68,C85369617,0.0,0.0,0,0
253,TRANSFER,137562.84,C1155545272,0.0,0.0,C1192964079,1565503.89,1703066.72,0,0
276,CASH_IN,134553.76,C1742444801,10731100.59,10865654.36,C836673222,11037749.48,10903195.72,0,0
185,CASH_OUT,90165.25,C1630363253,0.0,0.0,C810314283,702117.75,792283.01,0,0
210,DEBIT,3628.45,C266545574,11232.0,7603.55,C574628584,943119.4,946747.85,0,0
383,CASH_OUT,151586.5,C337995741,0.0,0.0,C1009631708,1688727.9,1840314.4,0,0
404,CASH_OUT,45096.98,C1732474506,0.0,0.0,C1929805684,1717194.53,1762291.52,0,0
231,TRANSFER,400758.85,C1881462722,400758.85,0.0,C418637698,0.0,0.0,1,0
180,PAYMENT,24757.77,C991928917,0.0,0.0,M797094980,0.0,0.0,0,0
38,PAYMENT,26061.71,C840506530,0.0,0.0,M1220274446,0.0,0.0,0,0
228,CASH_IN,79494.7,C1389627783,1929424.71,2008919.41,C1561224058,571835.32,492340.62,0,0
399,CASH_IN,239540.55,C776726964,3983024.74,4222565.29,C1325034328,2359322.27,2119781.72,0,0
35,CASH_IN,54652.01,C1465674144,2363537.85,2418189.86,C710074022,1961261.44,1906609.44,0,0
162,PAYMENT,16361.95,C353875116,0.0,0.0,M1106954271,0.0,0.0,0,0
139,CASH_OUT,404665.77,C599362937,6392.0,0.0,C213411648,0.0,591122.35,0,0
378,PAYMENT,5018.48,C820922350,10033.18,5014.7,M254802166,0.0,0.0,0,0
202,CASH_IN,106282.75,C1483135235,21390718.94,21497001.69,C791284816,2359756.92,2253474.17,0,0
396,CASH_OUT,310263.16,C1270225037,0.0,0.0,C1030431829,20028421.0,20338684.16,0,0
373,CASH_OUT,129608.59,C1108722390,312.0,0.0,C608594957,397.0,130005.59,0,0
135,CASH_OUT,176517.92,C609753370,0.0,0.0,C1070588072,511345.37,687863.29,0,0
258,CASH_OUT,136417.97,C2132113667,118789.0,0.0,C965004103,2356880.41,2493298.38,0,0
514,CASH_IN,67040.34,C216076197,2220262.51,2287302.86,C1886429364,382690.22,315649.87,0,0
205,CASH_OUT,29401.89,C1452673598,31133.0,1731.11,C708519248,0.0,29401.89,0,0
43,PAYMENT,4928.74,C315402900,0.0,0.0,M1735625632,0.0,0.0,0,0
403,PAYMENT,7084.99,C1934303619,165874.63,158789.64,M1211349399,0.0,0.0,0,0
178,PAYMENT,6819.29,C1339010546,0.0,0.0,M790626677,0.0,0.0,0,0
209,CASH_OUT,212065.47,C2123607217,697.0,0.0,C1870799037,99926.22,311991.69,0,0
282,PAYMENT,6576.3,C541259818,0.0,0.0,M1765952511,0.0,0.0,0,0
250,CASH_IN,266641.08,C1172165553,1771.0,268412.08,C333685610,189103.98,0.0,0,0
186,PAYMENT,2837.0,C13144310,406715.55,403878.55,M1762892586,0.0,0.0,0,0
187,PAYMENT,3118.95,C1375599462,0.0,0.0,M725721518,0.0,0.0,0,0
163,CASH_IN,40827.15,C753574293,52947.0,93774.15,C801833583,68700.31,27873.15,0,0
206,CASH_IN,60327.17,C1436895615,139400.05,199727.22,C287749806,391859.26,331532.08,0,0
372,CASH_OUT,222252.0,C1645473384,3040.0,0.0,C1091791748,0.0,222252.0,0,0
162,PAYMENT,6890.82,C1088325987,0.0,0.0,M1023518144,0.0,0.0,0,0
327,CASH_OUT,23003.53,C6157660,0.0,0.0,C116840781,152867.41,175870.94,0,0
324,CASH_OUT,123127.66,C1751930028,0.0,0.0,C188367538,479984.39,603112.05,0,0
39,CASH_IN,127775.73,C471215678,6140641.58,6268417.31,C1338528580,200608.7,72832.97,0,0
9,CASH_OUT,71780.42,C1391931618,0.0,0.0,C1298737967,82252.0,526486.18,0,0
179,CASH_OUT,250887.89,C1377787199,230895.0,0.0,C189761623,0.0,250887.89,0,0
132,CASH_OUT,208783.12,C399768389,20782.0,0.0,C964263977,231014.44,554390.52,0,0
215,CASH_OUT,145249.93,C432485066,0.0,0.0,C1036519715,668508.37,813758.3,0,0
329,CASH_IN,56469.5,C1477777913,9747485.54,9803955.04,C1013647648,371995.71,315526.22,0,0
374,PAYMENT,3809.26,C1375777274,0.0,0.0,M171001593,0.0,0.0,0,0
380,CASH_OUT,26100.12,C1027574280,47831.98,21731.86,C236124247,37798.56,63898.68,0,0
191,CASH_IN,197055.85,C1763953897,14424286.34,14621342.19,C410903988,732347.71,535291.86,0,0
188,CASH_OUT,146545.05,C916871368,22328.0,0.0,C261777973,115156.18,261701.22,0,0
398,TRANSFER,766627.66,C927499415,29429.0,0.0,C2139722854,796399.2,1563026.87,0,0
255,PAYMENT,9390.16,C1146117373,104022.0,94631.84,M1288318384,0.0,0.0,0,0
153,CASH_OUT,18443.07,C1926936265,0.0,0.0,C1181729919,302449.78,320892.85,0,0
212,CASH_OUT,108797.97,C1840019853,0.0,0.0,C369913226,1211431.44,1320229.4,0,0
192,CASH_OUT,11030.74,C943958955,0.0,0.0,C1368252091,2002297.3,2013328.04,0,0
355,CASH_IN,405756.74,C1376979501,5802739.93,6208496.67,C1554282047,7257410.5,6875582.19,0,0
398,CASH_OUT,34808.98,C2091249035,0.0,0.0,C1008327757,245861.75,280670.74,0,0
255,PAYMENT,15462.49,C1522537098,12047.0,0.0,M1507374945,0.0,0.0,0,0
567,PAYMENT,388.4,C402627220,10159.0,9770.6,M1378193444,0.0,0.0,0,0
12,CASH_IN,220769.78,C428434737,353607.0,574376.78,C1937962514,2752117.74,2531347.96,0,0
396,PAYMENT,206.72,C236235235,163766.91,163560.19,M2102385669,0.0,0.0,0,0
545,CASH_OUT,117270.38,C119124102,20261.0,0.0,C1023396310,0.0,117270.38,0,0
41,CASH_IN,17473.29,C115570441,9569946.77,9587420.05,C849271520,544105.5,526632.21,0,0
254,PAYMENT,39575.34,C544327635,24544.0,0.0,M1871484514,0.0,0.0,0,0
38,CASH_OUT,63.59,C478609131,0.0,0.0,C1719859978,1070807.25,1070870.85,0,0
309,PAYMENT,67246.48,C1814465253,21351.0,0.0,M621717966,0.0,0.0,0,0
140,CASH_OUT,91718.81,C1551934794,0.0,0.0,C1525692715,5393851.41,5485570.22,0,0
134,PAYMENT,32511.58,C628704380,0.0,0.0,M168270079,0.0,0.0,0,0
43,PAYMENT,11389.63,C765429293,23168.0,11778.37,M261025197,0.0,0.0,0,0
306,CASH_IN,273074.7,C1826790437,789.0,273863.7,C1391196499,543284.59,270209.9,0,0
299,CASH_OUT,207648.7,C1149360360,66458.0,0.0,C1624421679,38442.03,246090.73,0,0
136,CASH_OUT,159532.15,C1903425081,0.0,0.0,C488024565,243449.46,402981.61,0,0
192,PAYMENT,4627.3,C1515894016,31367.0,26739.7,M746805546,0.0,0.0,0,0
137,PAYMENT,15552.0,C857712836,290772.38,275220.39,M1740588250,0.0,0.0,0,0
358,PAYMENT,24371.68,C2060121411,306.0,0.0,M39659753,0.0,0.0,0,0
595,PAYMENT,41427.73,C18114534,0.0,0.0,M2139032137,0.0,0.0,0,0
212,CASH_IN,107411.88,C2007811431,5571961.0,5679372.88,C1009480084,1202877.22,1079419.62,0,0
157,CASH_OUT,223630.72,C1759253352,2631.0,0.0,C1433887534,59012.37,282643.08,0,0
13,PAYMENT,10426.45,C313771990,0.0,0.0,M1238098410,0.0,0.0,0,0
330,TRANSFER,1078006.95,C636939250,17980.25,0.0,C1701860507,1780649.92,2858656.87,0,0
182,CASH_IN,125498.31,C1964636032,11418.0,136916.31,C408312244,0.0,0.0,0,0
34,CASH_OUT,32804.54,C1955935097,17161.0,0.0,C775350471,140825.78,173630.31,0,0
334,PAYMENT,41650.53,C1535997127,39667.0,0.0,M1790193734,0.0,0.0,0,0
15,CASH_OUT,81995.82,C1900785520,0.0,0.0,C408168955,1163926.87,1245922.7,0,0
235,CASH_OUT,222994.18,C1719081273,0.0,0.0,C2062739315,1845390.53,2068384.71,0,0
36,TRANSFER,295802.4,C214789688,0.0,0.0,C2084033547,3642960.09,3825936.57,0,0
226,PAYMENT,11024.19,C517386607,10312.0,0.0,M181965894,0.0,0.0,0,0
260,PAYMENT,14688.04,C1495135895,21657.0,6968.96,M221542104,0.0,0.0,0,0
354,CASH_IN,119065.69,C1001943634,21193.0,140258.69,C775806308,2755107.48,2636041.78,0,0
495,PAYMENT,8425.16,C1622804119,110386.0,101960.84,M1563743233,0.0,0.0,0,0
139,CASH_OUT,196055.94,C460816439,17197.44,0.0,C1474518216,1461980.66,1658036.6,0,0
210,CASH_OUT,227832.51,C1163740928,184485.68,0.0,C1162112921,6821012.8,7048845.3,0,0
136,CASH_OUT,279936.27,C2032755833,0.0,0.0,C1602806544,1063371.59,1343307.86,0,0
134,CASH_IN,188665.59,C170777653,1149216.91,1337882.5,C1296587392,572895.03,384229.44,0,0
350,CASH_OUT,47961.93,C1554195046,250073.36,202111.43,C1843999804,1327634.64,1375596.57,0,0
13,PAYMENT,16982.23,C1023562748,27799.0,10816.77,M821825156,0.0,0.0,0,0
564,CASH_OUT,197761.75,C661963167,29768.0,0.0,C1549981586,45543.1,243304.84,0,0
260,PAYMENT,5891.6,C1273825558,0.0,0.0,M1537995302,0.0,0.0,0,0
276,CASH_OUT,31837.89,C680665435,40945.0,9107.11,C81799782,26967.74,58805.63,0,0
297,CASH_OUT,342826.46,C96294992,373673.3,30846.84,C1639911174,887455.97,1230282.42,0,0
13,PAYMENT,7762.66,C1682643851,0.0,0.0,M68387318,0.0,0.0,0,0
259,PAYMENT,5563.57,C1340139526,0.0,0.0,M1204540259,0.0,0.0,0,0
159,PAYMENT,2402.89,C1339823802,129236.02,126833.13,M1050171730,0.0,0.0,0,0
11,CASH_OUT,183670.39,C1404051019,0.0,0.0,C2037721631,461101.15,644771.55,0,0
16,CASH_IN,88151.9,C2054485760,7422082.88,7510234.79,C667545682,618431.07,530279.17,0,0
261,CASH_IN,113298.66,C289883682,488674.98,601973.64,C330130704,1050654.41,937355.75,0,0
161,CASH_OUT,96844.07,C14961763,11149.0,0.0,C852441234,337922.77,434766.84,0,0
396,CASH_OUT,156164.19,C104903959,30545.0,0.0,C598277,1090973.22,1247137.41,0,0
274,CASH_OUT,39432.24,C1127983959,42071.0,2638.76,C1185000971,0.0,39432.24,0,0
298,CASH_OUT,24246.31,C1381312810,473619.0,449372.69,C1956404489,0.0,24246.31,0,0
182,TRANSFER,161103.67,C742664616,0.0,0.0,C1322795848,932205.13,1093308.79,0,0
182,CASH_OUT,45163.2,C754151380,0.0,0.0,C912405348,954223.92,999387.12,0,0
254,CASH_OUT,53369.23,C2069571012,0.0,0.0,C1204930903,304801.57,358170.8,0,0
347,TRANSFER,51093.01,C474406942,0.0,0.0,C972840026,506328.22,557421.23,0,0
231,CASH_OUT,49842.83,C134520116,18202.0,0.0,C592699993,0.0,49842.83,0,0
256,CASH_OUT,82110.79,C1950354517,5558.0,0.0,C1268846169,15178.78,97289.57,0,0
393,PAYMENT,13943.9,C1083655835,8057.21,0.0,M1652524763,0.0,0.0,0,0
274,CASH_OUT,987.66,C606946814,39674.0,38686.34,C57464252,271034.83,272022.5,0,0
281,CASH_OUT,130892.09,C618215644,0.0,0.0,C1799409309,151177.35,282069.44,0,0
10,PAYMENT,3750.69,C532377239,317914.24,314163.55,M1505671428,0.0,0.0,0,0
44,CASH_IN,180045.67,C1871898292,3244160.1,3424205.77,C1999786300,516392.42,336346.75,0,0
335,PAYMENT,28863.11,C1004118840,197258.94,168395.84,M434483683,0.0,0.0,0,0
253,CASH_OUT,217320.39,C585344647,100501.0,0.0,C879004878,0.0,217320.39,0,0
587,PAYMENT,9817.3,C5639997,296288.63,286471.33,M1846555876,0.0,0.0,0,0
286,CASH_OUT,184885.73,C1915811379,0.0,0.0,C443445598,3714164.82,4090646.65,0,0
396,CASH_OUT,425450.48,C731060927,5945.0,0.0,C582686799,18501.64,443952.12,0,0
235,CASH_IN,710077.67,C736238700,9745909.6,10455987.27,C1283140010,9373711.35,8663633.68,0,0
23,PAYMENT,15472.7,C1172241962,103714.0,88241.3,M1240180139,0.0,0.0,0,0
400,CASH_OUT,143638.18,C1077170540,5061.0,0.0,C1519515738,2480543.12,2624181.3,0,0
322,CASH_OUT,185870.24,C395273626,0.0,0.0,C1478798670,1334688.43,1720910.26,0,0
227,CASH_IN,283874.89,C21728440,10433.0,294307.89,C2078499623,1221.0,301026.67,0,0
203,CASH_OUT,197610.73,C495116577,11661.0,0.0,C936635023,178115.16,375725.88,0,0
353,PAYMENT,7882.2,C1407543219,24214.0,16331.8,M2027673841,0.0,0.0,0,0
186,DEBIT,1632.18,C833384319,10018.0,8385.82,C1958767103,6647517.06,6649149.24,0,0
312,PAYMENT,1013.31,C83029411,6096.0,5082.69,M1407413002,0.0,0.0,0,0
153,PAYMENT,28581.31,C692417579,30417.0,1835.69,M525986016,0.0,0.0,0,0
232,CASH_IN,118270.12,C1627393726,1661.0,119931.12,C541262496,550763.51,432493.39,0,0
309,PAYMENT,3631.46,C1712354731,5001.0,1369.54,M1201304058,0.0,0.0,0,0
257,CASH_OUT,52209.77,C221188409,0.0,0.0,C468189278,3467355.2,3519564.97,0,0
276,CASH_IN,62932.08,C631862513,1219534.31,1282466.39,C579402087,5521385.44,5458453.36,0,0
375,CASH_IN,186915.39,C291505749,9283077.08,9469992.47,C22667639,244835.21,57919.82,0,0
404,PAYMENT,5648.65,C927854940,761.0,0.0,M1049096455,0.0,0.0,0,0
177,PAYMENT,21006.96,C228370892,50708.16,29701.2,M1929957849,0.0,0.0,0,0
234,PAYMENT,1371.28,C763719756,0.0,0.0,M372630828,0.0,0.0,0,0
574,CASH_IN,262504.81,C1802711024,5377674.43,5640179.24,C1088504081,983811.5,721306.69,0,0
300,CASH_IN,87361.92,C313449276,0.0,87361.92,C761139387,859529.97,772168.05,0,0
40,CASH_OUT,189374.97,C1659033471,0.0,0.0,C496974419,5829827.79,6019202.76,0,0
253,CASH_OUT,163454.79,C2084707994,0.0,0.0,C839512286,172330.53,335785.32,0,0
254,TRANSFER,332821.07,C1385275045,179.0,0.0,C829413815,2237034.15,2569855.22,0,0
205,PAYMENT,8920.5,C1654306978,313098.44,304177.94,M273533608,0.0,0.0,0,0
137,CASH_OUT,142564.04,C642603971,451930.57,309366.53,C963577033,167596.77,310160.81,0,0
15,CASH_IN,87240.66,C925588453,4565803.71,4653044.37,C950077033,101626.14,14385.48,0,0
178,CASH_OUT,176500.59,C2004893261,0.0,0.0,C785894600,219137.55,395638.14,0,0
42,CASH_OUT,145389.15,C2078153576,0.0,0.0,C1969557942,269989.2,415378.36,0,0
162,CASH_IN,131130.83,C823925026,3381349.85,3512480.67,C1601088633,2504508.3,2373377.47,0,0
324,CASH_OUT,362846.29,C544296685,5284.0,0.0,C1912380236,68653.62,431499.91,0,0
381,PAYMENT,12389.45,C1068832478,0.0,0.0,M2107108255,0.0,0.0,0,0
234,CASH_OUT,442934.4,C1785528562,11862.0,0.0,C847772817,848705.11,1291639.51,0,0
207,PAYMENT,1563.08,C1860473426,0.0,0.0,M1072674482,0.0,0.0,0,0
185,CASH_OUT,58000.03,C589828541,235820.0,177819.97,C503741971,0.0,58000.03,0,0
188,CASH_OUT,247370.13,C781188018,0.0,0.0,C1675928509,7031875.18,7279245.31,0,0
235,CASH_OUT,190637.58,C438136589,14457.0,0.0,C521300183,373348.14,563985.72,0,0
190,CASH_OUT,10773.44,C1314469003,0.0,0.0,C1644383482,1179605.17,1190378.61,0,0
17,PAYMENT,15536.17,C1286560479,11213.25,0.0,M410686133,0.0,0.0,0,0
257,CASH_OUT,276134.42,C1084669711,224744.07,0.0,C487007780,1685851.59,1961986.01,0,0
548,PAYMENT,17590.5,C1419093556,0.0,0.0,M1460867480,0.0,0.0,0,0
277,TRANSFER,208825.38,C957818244,30721.0,0.0,C446054601,3292.33,212117.72,0,0
40,CASH_IN,62554.75,C2085452696,19759.0,82313.75,C1112716150,98964.73,382489.12,0,0
201,CASH_IN,141616.07,C387590266,2420130.49,2561746.56,C616861196,256097.93,114481.86,0,0
547,CASH_IN,269093.99,C1600290569,6601150.01,6870244.01,C1983209008,5890301.33,5621207.34,0,0
133,CASH_IN,406911.33,C679076493,6989079.08,7395990.41,C505110309,705868.62,298957.29,0,0
348,CASH_OUT,207790.18,C604976801,162.0,0.0,C1342842784,878869.56,1086659.74,0,0
327,CASH_OUT,286380.7,C1503113922,10848.0,0.0,C472658153,0.0,286380.7,0,0
13,CASH_IN,101310.73,C716093390,20901.0,122211.73,C665355132,0.0,0.0,0,0
396,CASH_OUT,273828.28,C364828455,507.0,0.0,C1702079925,160524.21,434352.49,0,0
179,CASH_OUT,2387.56,C786569334,0.0,0.0,C2004275725,15436838.59,15439226.16,0,0
284,CASH_IN,277096.33,C1841724255,7240990.82,7518087.15,C1749809604,2122615.64,1845519.3,0,0
403,CASH_IN,400809.27,C1839102044,39904.0,440713.27,C1284139103,336446.57,0.0,0,0
380,PAYMENT,8103.91,C369988215,31777.0,23673.09,M321402046,0.0,0.0,0,0
396,CASH_OUT,236700.52,C2031885959,14686.0,0.0,C243649765,88170.91,324871.44,0,0
307,PAYMENT,13817.83,C972002169,0.0,0.0,M2128595446,0.0,0.0,0,0
283,TRANSFER,12021471.87,C1882643051,0.0,0.0,C1296656022,14423231.69,26444703.56,0,0
184,PAYMENT,8497.28,C784477465,2000.0,0.0,M752509072,0.0,0.0,0,0
692,CASH_OUT,22472.31,C770842196,125.0,0.0,C1799232774,64712.98,87185.29,0,0
279,CASH_IN,208643.62,C323324718,6491969.2,6700612.82,C735560406,645297.19,436653.57,0,0
356,PAYMENT,11647.72,C1171202356,0.0,0.0,M2083740780,0.0,0.0,0,0
255,CASH_OUT,340445.68,C582889684,9279.0,0.0,C2114829470,133233.29,473678.97,0,0
608,CASH_OUT,27985.73,C2032783178,27985.73,0.0,C385133759,5079508.41,5107494.15,1,0
393,PAYMENT,7380.44,C1035216567,0.0,0.0,M900122962,0.0,0.0,0,0
16,PAYMENT,33147.39,C1533769238,0.0,0.0,M783545725,0.0,0.0,0,0
164,CASH_OUT,120219.27,C2144069143,113978.04,0.0,C1878071844,1660965.84,1781185.1,0,0
41,PAYMENT,5884.01,C1318131078,14951.0,9066.99,M1980342618,0.0,0.0,0,0
136,PAYMENT,11360.06,C1726423522,0.0,0.0,M1028108787,0.0,0.0,0,0
187,CASH_OUT,1974.75,C2111709296,944.0,0.0,C1470978096,1568822.68,1570797.44,0,0
378,PAYMENT,16600.02,C259699383,966.0,0.0,M1167328592,0.0,0.0,0,0
254,CASH_OUT,44253.73,C2055585194,202221.0,157967.27,C724303648,112410.84,156664.58,0,0
405,CASH_OUT,182107.76,C466963662,0.0,0.0,C282700474,2223257.86,2405365.62,0,0
402,CASH_IN,95227.31,C197030623,2927289.27,3022516.58,C2002951561,507321.6,412094.29,0,0
349,CASH_OUT,103943.23,C507369118,0.0,0.0,C1199767471,600704.32,704647.55,0,0
131,PAYMENT,3103.28,C827488061,99649.0,96545.72,M1251395459,0.0,0.0,0,0
9,CASH_OUT,88831.88,C200120,2241.0,0.0,C14137534,33629.07,0.0,0,0
264,PAYMENT,6899.74,C1445641544,16667.0,9767.26,M1474380162,0.0,0.0,0,0
235,PAYMENT,5740.56,C1032169126,0.0,0.0,M804201314,0.0,0.0,0,0
7,CASH_OUT,304466.7,C1426919585,871.0,0.0,C1983025922,10718.23,55701.65,0,0
139,CASH_IN,399623.67,C1125630655,2028225.56,2427849.23,C2023840106,434681.29,35057.61,0,0
37,PAYMENT,3670.59,C1973739854,0.0,0.0,M2124706005,0.0,0.0,0,0
328,PAYMENT,23518.09,C1225627162,134434.08,110915.99,M1536202740,0.0,0.0,0,0
304,PAYMENT,36622.37,C1936332091,155148.0,118525.63,M1883455582,0.0,0.0,0,0
230,CASH_IN,227163.86,C803460347,2280044.09,2507207.95,C412187062,1650101.15,1422937.29,0,0
251,CASH_IN,45905.02,C139684558,18279151.85,18325056.87,C1821305485,373213.06,327308.04,0,0
299,PAYMENT,20189.07,C196970148,547.0,0.0,M183196175,0.0,0.0,0,0
379,PAYMENT,7466.9,C2009392262,0.0,0.0,M157267324,0.0,0.0,0,0
280,CASH_IN,57834.21,C745339833,8891296.11,8949130.32,C1221539606,28147375.38,28089541.17,0,0
24,CASH_IN,126119.38,C742130764,3266132.41,3392251.79,C1378523254,788514.5,662395.13,0,0
165,CASH_IN,141260.19,C1323272075,9397784.8,9539044.99,C1613094218,2144613.14,2003352.95,0,0
132,CASH_OUT,198869.29,C1157337297,0.0,0.0,C1446457869,1430697.85,1629567.13,0,0
380,PAYMENT,246.47,C1311549933,10437.0,10190.53,M1151413933,0.0,0.0,0,0
284,PAYMENT,41057.62,C1359589448,0.0,0.0,M119811202,0.0,0.0,0,0
335,PAYMENT,8254.97,C1195648269,5061.0,0.0,M2066930173,0.0,0.0,0,0
259,TRANSFER,385627.24,C1620559845,0.0,0.0,C602777720,1216077.89,1601705.13,0,0
206,CASH_IN,75797.96,C1449800689,1004.0,76801.96,C67001138,0.0,0.0,0,0
474,CASH_OUT,564244.37,C1195297639,12674.0,0.0,C366441316,771195.97,1335440.35,0,0
301,CASH_IN,56896.23,C48898241,860003.68,916899.9,C2041522153,541079.79,484183.56,0,0
160,PAYMENT,8552.36,C81910883,56558.94,48006.57,M1945298692,0.0,0.0,0,0
205,PAYMENT,3887.53,C1346442256,5054.0,1166.47,M59808003,0.0,0.0,0,0
395,CASH_OUT,80741.37,C487399521,0.0,0.0,C1686792095,152067.28,232808.65,0,0
22,CASH_IN,162181.34,C1205322201,1613231.04,1775412.38,C1206178620,2162298.05,2000116.71,0,0
251,CASH_IN,127271.93,C65725395,162.0,127433.93,C410907870,8721710.05,8594438.12,0,0
36,TRANSFER,819503.92,C2020161235,819503.92,0.0,C1827219533,0.0,0.0,1,0
185,CASH_OUT,304121.59,C1926358021,12498.0,0.0,C1264664560,639653.88,943775.48,0,0
